Epoch,Predicted_Values,X_Depolarizing_Error,Y_Depolarizing_Error,X_Over_Rotation_Error,Y_Over_Rotation_Error
21,[-0.02123486  0.00359332  0.10690537  0.19368503],-0.021234862816830475,0.0035933165345340967,0.10690537343422572,0.1936850349108378
22,[-0.01123959 -0.00670571  0.10768242  0.18006463],-0.011239588532286385,-0.006705709112187226,0.10768241931994756,0.1800646334886551
23,[-0.00150537 -0.01651774  0.10805378  0.1793185 ],-0.001505372269699971,-0.016517744360802073,0.1080537810921669,0.179318497578303
24,[ 0.00520787 -0.02685412  0.10770951  0.18810406],0.005207874288316816,-0.02685411584873994,0.10770950963099797,0.18810405830542246
25,[ 0.00735819 -0.03395253  0.10689134  0.19922292],0.007358193003407602,-0.03395253233611584,0.10689133654038112,0.19922292232513428
26,[ 0.0074669  -0.03491691  0.10603617  0.20613282],0.007466898513181756,-0.034916905065377556,0.1060361663500468,0.2061328242222468
27,[ 0.00612985 -0.03044402  0.10559588  0.20656095],0.00612984880960236,-0.030444022888938587,0.10559588174025218,0.20656095445156097
28,[ 0.00386819 -0.02391646  0.10572847  0.20228709],0.0038681879717235765,-0.023916455296178658,0.1057284673055013,0.202287087837855
29,[-0.00025475 -0.01872472  0.1062274   0.19721873],-0.00025474901000658673,-0.018724717510243256,0.1062274028857549,0.19721872607866922
30,[-0.00402009 -0.01626926  0.10663637  0.19436224],-0.0040200864896178246,-0.01626925605038802,0.10663636773824692,0.19436224301656088
31,[-0.00508341 -0.01619686  0.10663957  0.19457735],-0.005083407585819562,-0.016196864967544872,0.1066395714879036,0.19457734624544779
32,[-0.00324719 -0.01761912  0.10628773  0.19687919],-0.0032471943025787673,-0.017619119801868994,0.10628772526979446,0.1968791882197062
33,[-0.0003971  -0.01982852  0.10590044  0.19952367],-0.0003970976298054059,-0.019828516524285078,0.10590043912331264,0.19952366749445596
34,[ 0.00136568 -0.02216279  0.10575771  0.20100993],0.0013656786953409512,-0.02216278885801633,0.1057577058672905,0.201009934147199
35,[ 0.00141828 -0.0237752   0.10588594  0.20069519],0.0014182797943552334,-0.023775202532609303,0.10588594277699788,0.20069519182046255
36,[ 0.00059114 -0.02398032  0.10610002  0.19899079],0.0005911430343985558,-0.023980324156582355,0.10610001534223557,0.19899078706900278
37,[-1.20350315e-04 -2.28538206e-02  1.06208168e-01  1.97078238e-01],-0.00012035031492511432,-0.022853820584714413,0.10620816797018051,0.19707823793093363
38,[-0.00047006 -0.02127488  0.10615538  0.19617954],-0.0004700558880964915,-0.021274877712130547,0.10615537812312444,0.19617953896522522
39,[-0.00072745 -0.0202328   0.10600832  0.19675281],-0.0007274528034031391,-0.020232800704737503,0.1060083235303561,0.19675280650456747
40,[-0.00099264 -0.02008805  0.10585681  0.1982171 ],-0.0009926434916754563,-0.020088049583137035,0.10585681349039078,0.1982170989116033
41,[-0.00104016 -0.02051047  0.10575112  0.19946758],-0.0010401618977387745,-0.02051046894242366,0.10575112203756969,0.19946758449077606
42,[-0.00074078 -0.02099909  0.10570398  0.19974054],-0.0007407817368706068,-0.020999085158109665,0.10570397724707921,0.19974054396152496
43,[-0.00033716 -0.02133168  0.10571073  0.19908494],-0.00033715879544615746,-0.021331682490805786,0.10571073492368062,0.19908493757247925
44,[-1.84949953e-04 -2.15408833e-02  1.05750367e-01  1.98145454e-01],-0.00018494995310902596,-0.02154088330765565,0.10575036704540253,0.19814545412858328
45,[-0.00034321 -0.0216561   0.10577961  0.19756599],-0.0003432100638747215,-0.021656103742619354,0.10577961305777232,0.1975659877061844
46,[-0.00056392 -0.02161704  0.10575731  0.19758347],-0.0005639234247306982,-0.021617043452958267,0.10575731347004573,0.19758346676826477
47,[-0.00063373 -0.02141087  0.10567737  0.19801493],-0.0006337319500744343,-0.021410865088303883,0.1056773712237676,0.19801492989063263
48,[-0.00059717 -0.02116407  0.10557897  0.1985041 ],-0.0005971711749831835,-0.02116406864176194,0.10557896892229716,0.1985040952761968
49,[-0.00061153 -0.02103302  0.10550758  0.19876842],-0.0006115251841644446,-0.02103301603347063,0.10550758490959804,0.19876842200756073
50,[-0.00070727 -0.02105681  0.10548042  0.19871605],-0.000707267007480065,-0.021056811946133774,0.10548042009274165,0.1987160493930181
51,[-0.00077172 -0.02115306  0.10547746  0.19845055],-0.0007717241533100605,-0.021153055752317112,0.10547746469577153,0.19845055043697357
52,[-0.0007369  -0.02124063  0.10546772  0.19818201],-0.0007368961038688818,-0.021240626461803913,0.1054677243034045,0.1981820116440455
53,[-0.00066244 -0.02130542  0.10543676  0.19808679],-0.0006624382610122362,-0.021305423540373642,0.10543676217397054,0.1980867882569631
54,[-0.00064012 -0.02135284  0.10538853  0.19818678],-0.0006401169424255689,-0.0213528440023462,0.10538853456576665,0.19818678001562753
55,[-0.00068298 -0.02136161  0.10533753  0.19836233],-0.0006829768729706606,-0.02136161116262277,0.10533753037452698,0.19836233059565225
56,[-0.00074091 -0.02131214  0.10529234  0.19846882],-0.0007409132085740566,-0.02131214179098606,0.10529233515262604,0.19846882422765097
57,[-0.00077991 -0.02122979  0.10525592  0.19845387],-0.0007799078399936358,-0.02122978710879882,0.105255921681722,0.1984538733959198
58,[-0.00081158 -0.02117526  0.10522445  0.19837258],-0.0008115827416380247,-0.021175255998969078,0.10522444546222687,0.1983725776274999
59,[-0.00084481 -0.02118223  0.10519282  0.1983087 ],-0.000844806432723999,-0.021182228500644367,0.10519281526406606,0.1983087013165156
60,[-0.00086096 -0.02122979  0.10515805  0.19830191],-0.000860962551087141,-0.021229791454970837,0.10515804588794708,0.1983019063870112
61,[-0.00085076 -0.021274    0.10512072  0.19833539],-0.0008507568078736464,-0.021273995749652386,0.10512071599562962,0.19833538929621378
62,[-0.00083774 -0.02129283  0.1050816   0.19837163],-0.0008377440584202608,-0.021292834853132565,0.10508159796396892,0.19837163388729095
63,[-0.00085241 -0.02128883  0.10504351  0.19838643],-0.0008524088189005852,-0.021288827061653137,0.1050435056289037,0.1983864257733027
64,[-0.0008934  -0.02127179  0.10500827  0.19837687],-0.0008934009820222855,-0.021271792550881703,0.10500827431678772,0.19837686916192374
65,[-0.00093393 -0.02124999  0.10497287  0.19835801],-0.0009339324509104093,-0.021249994014700253,0.10497287164131801,0.19835801422595978
66,[-0.00095629 -0.02123349  0.10493811  0.19834861],-0.0009562942820290724,-0.021233491289118927,0.10493811468283336,0.19834860662619272
67,[-0.00096701 -0.02123326  0.10490164  0.19835704],-0.0009670063542822996,-0.021233264977733295,0.10490164409081142,0.19835704068342844
68,[-0.00098216 -0.0212565   0.10484982  0.19836737],-0.0009821592830121517,-0.02125650178641081,0.10484981536865234,0.19836736718813577
69,[-0.00099423 -0.02126556  0.10482839  0.1983827 ],-0.0009942279818157356,-0.021265562313298386,0.10482839494943619,0.19838270048300424
70,[-0.00100854 -0.02126608  0.10479922  0.19838462],-0.0010085389949381351,-0.02126608012864987,0.10479921599229176,0.19838462273279825
71,[-0.0010288  -0.02126262  0.10475876  0.19837572],-0.001028804884602626,-0.021262619954844315,0.10475875933965047,0.19837571680545807
72,[-0.00105097 -0.02125789  0.10471931  0.1983681 ],-0.0010509742423892021,-0.02125788511087497,0.1047193134824435,0.198368102312088
73,[-0.0010721  -0.02125476  0.10468885  0.19836978],-0.0010720972592631977,-0.021254763938486576,0.1046888455748558,0.19836978117624918
74,[-0.00108799 -0.02125387  0.10466131  0.19837752],-0.0010879882611334324,-0.02125386707484722,0.10466130822896957,0.19837752481301626
75,[-0.00110274 -0.02125647  0.1046287   0.19838607],-0.0011027373063067596,-0.021256473536292713,0.10462870200475057,0.19838606814543405
76,[-0.00111858 -0.02126005  0.10459302  0.19838949],-0.0011185752227902412,-0.021260051988065243,0.10459301620721817,0.19838948547840118
77,[-0.00113575 -0.0212624   0.1045581   0.19838774],-0.0011357547094424565,-0.02126240450888872,0.10455809781948726,0.1983877420425415
78,[-0.00115318 -0.02126247  0.10452745  0.19838513],-0.001153182548781236,-0.021262471253673237,0.10452744861443837,0.19838513433933258
79,[-0.00117077 -0.02126222  0.10449858  0.19838533],-0.0011707710412641366,-0.02126221793393294,0.10449857513109843,0.1983853280544281
80,[-0.00118802 -0.02126102  0.10446607  0.19838889],-0.0011880237919588883,-0.021261024599274,0.10446607073148091,0.19838889439900717
81,[-0.00120592 -0.02126133  0.104432    0.1983936 ],-0.0012059186895688374,-0.02126132758955161,0.10443199674288432,0.19839359819889069
82,[-0.00122191 -0.02126186  0.10439933  0.19839736],-0.001221914930890004,-0.02126186341047287,0.10439933091402054,0.198397363225619
83,[-0.00123867 -0.02126226  0.10436927  0.19839873],-0.0012386683374643326,-0.021262255497276783,0.10436926533778508,0.19839873413244882
84,[-0.0012552  -0.02126353  0.10433911  0.19839906],-0.0012552025727927685,-0.021263532030085724,0.10433910538752873,0.19839905699094137
85,[-0.00127269 -0.02126412  0.10430796  0.19839934],-0.001272685049722592,-0.02126411845286687,0.10430796196063359,0.19839933514595032
86,[-0.00128876 -0.02126561  0.10427601  0.19840103],-0.001288757814715306,-0.021265610742072266,0.10427601138750713,0.19840102891127268
87,[-0.00130503 -0.0212659   0.10424519  0.19840465],-0.0013050315901637077,-0.02126590193559726,0.10424518585205078,0.19840465486049652
88,[-0.00132178 -0.0212658   0.10421512  0.19840696],-0.0013217822027703126,-0.021265799800554912,0.10421511779228847,0.19840696454048157
89,[-0.00133852 -0.02126634  0.10418551  0.19840912],-0.0013385182246565819,-0.021266340278089046,0.10418550918499629,0.19840912024180093
90,[ 0.00136012 -0.02107965  0.10333808  0.20031208],0.001360124908387661,-0.02107964549213648,0.10333808014790218,0.20031208296616873
91,[-0.00395971 -0.02339756  0.09547779  0.200206  ],-0.003959705121815205,-0.02339756302535534,0.0954777921239535,0.200205996632576
92,[-0.00140342 -0.02198746  0.09864693  0.19834723],-0.0014034172830482323,-0.02198746365805467,0.09864693135023117,0.19834722578525543
93,[-0.00027873 -0.02085544  0.10329236  0.19936321],-0.0002787322737276554,-0.02085544199993213,0.10329235593477885,0.1993632117907206
94,[-0.00146738 -0.02275487  0.09782938  0.20077855],-0.001467381293574969,-0.02275487097601096,0.09782937914133072,0.20077855388323465
95,[-0.00256988 -0.02133414  0.09811108  0.19903432],-0.002569878473877907,-0.021334138077994187,0.09811108311017354,0.1990343232949575
96,[-0.00093553 -0.01929128  0.10117219  0.19838514],-0.0009355273408194383,-0.019291278906166553,0.10117218891779582,0.19838514427344003
97,[-0.00165253 -0.0206764   0.09946512  0.20028241],-0.001652526669204235,-0.020676398649811745,0.09946511685848236,0.20028241475423178
98,[-0.00199922 -0.02114722  0.09823341  0.19980798],-0.001999218948185444,-0.02114722039550543,0.0982334092259407,0.19980798165003458
99,[-0.00164337 -0.019291    0.10036668  0.1982831 ],-0.0016433736309409142,-0.0192910044764479,0.10036667933066686,0.19828309615453085
100,[-0.00175643 -0.01912261  0.09969677  0.19935757],-0.0017564340184132259,-0.019122608937323093,0.09969677031040192,0.19935756921768188
101,[-0.00212359 -0.01978589  0.09858638  0.19999598],-0.0021235868334770203,-0.019785893770555656,0.09858638296524684,0.19999598463376364
102,[-0.00187627 -0.01921675  0.09984569  0.19872957],-0.0018762716402610142,-0.0192167479544878,0.0998456875483195,0.19872956971327463
103,[-0.00182131 -0.01885756  0.09982211  0.19873092],-0.0018213096385200818,-0.01885755794743697,0.0998221089442571,0.19873091578483582
104,[-0.00224444 -0.01903079  0.09893612  0.19963807],-0.002244440528253714,-0.01903079201777776,0.09893612066904704,0.19963806867599487
105,[-0.00205402 -0.01868794  0.09947451  0.19908097],-0.002054021693766117,-0.01868794361750285,0.09947451452414195,0.19908096889654794
106,[-0.00207553 -0.01858835  0.09980213  0.1986286 ],-0.0020755274842182794,-0.018588349223136902,0.09980212897062302,0.19862860441207886
107,[-0.00216901 -0.01882825  0.09914752  0.19914441],-0.0021690080563227334,-0.01882824736336867,0.09914752344290416,0.19914441307385763
108,[-0.00226965 -0.01856706  0.09945095  0.19912506],-0.0022696536034345627,-0.018567062293489773,0.09945094585418701,0.19912505646546683
109,[-0.00215186 -0.01836058  0.09962578  0.19868812],-0.002151857130229473,-0.01836057969679435,0.0996257762114207,0.19868812461694083
110,[-0.00236656 -0.01860342  0.09931946  0.19886331],-0.0023665611321727433,-0.01860341678063075,0.0993194580078125,0.19886331260204315
111,[-0.00225234 -0.01859695  0.09938711  0.19895388],-0.0022523381436864534,-0.018596953091522057,0.0993871142466863,0.19895388185977936
112,[-0.00234953 -0.01843339  0.0996405   0.19872636],-0.002349532830218474,-0.018433393600086372,0.09964049607515335,0.19872636099656424
113,[-0.00235757 -0.01852252  0.09931633  0.19870108],-0.00235756766051054,-0.01852251620342334,0.09931633373101552,0.198701078693072
114,[-0.00247105 -0.01857781  0.0994427   0.19879008],-0.00247105211019516,-0.018577805099387962,0.09944269806146622,0.19879007836182913
115,[-0.00232208 -0.01855435  0.09953175  0.19866478],-0.002322082407772541,-0.018554352844754856,0.09953174740076065,0.19866477946440378
116,[-0.0025431  -0.01862534  0.09945167  0.19862536],-0.0025431045020620027,-0.01862534135580063,0.09945166856050491,0.1986253559589386
117,[-0.00242297 -0.01864481  0.09936496  0.19861975],-0.0024229688569903374,-0.01864480630805095,0.09936496367057164,0.1986197531223297
118,[-0.00257638 -0.01865205  0.0995864   0.19860131],-0.002576382209857305,-0.01865204982459545,0.09958640237649281,0.19860130548477173
119,[-0.00243233 -0.018749    0.09937444  0.19852449],-0.002432331753273805,-0.018748997400204342,0.09937444080909093,0.1985244850317637
120,[-0.00269097 -0.01879066  0.09951279  0.19852765],-0.0026909690350294113,-0.018790663219988346,0.09951279312372208,0.19852764904499054
121,[-0.00242545 -0.01879163  0.09941813  0.19846672],-0.002425446795920531,-0.018791628070175648,0.09941813349723816,0.19846672316392264
122,[-0.00278259 -0.01887109  0.09955838  0.19848599],-0.0027825882037480674,-0.018871090685327847,0.09955837825934093,0.19848599036534628
123,[-0.00242393 -0.01892843  0.09932537  0.19838428],-0.002423930913209915,-0.01892842973272006,0.09932536631822586,0.19838428497314453
124,[-0.00289788 -0.01895792  0.09965562  0.19842678],-0.002897875693937143,-0.018957923476894695,0.09965561827023824,0.19842678308486938
125,[-0.0023577  -0.01901011  0.09926677  0.19832896],-0.002357698976993561,-0.019010110447804134,0.09926676998535792,0.19832896192868552
126,[-0.00309435 -0.01906574  0.09970808  0.19839084],-0.0030943462625145912,-0.01906573896606763,0.09970808277527492,0.19839083651701608
127,[-0.0022108  -0.01909962  0.09918538  0.19822629],-0.002210801156858603,-0.01909961737692356,0.09918538232644399,0.1982262929280599
128,[-0.00337037 -0.01916394  0.09985884  0.19838532],-0.003370374751587709,-0.019163939480980236,0.09985883782307307,0.19838531812032065
129,[-0.00195019 -0.01919759  0.09897723  0.19813322],-0.0019501876085996628,-0.01919758940736453,0.098977230489254,0.19813322027524313
130,[-0.0038225  -0.01924851  0.10012992  0.19837666],-0.003822502059241136,-0.019248514125744503,0.10012992471456528,0.19837666054566702
131,[-0.00144803 -0.01929649  0.09864394  0.19800629],-0.0014480268582701683,-0.019296493381261826,0.09864393621683121,0.1980062872171402
132,[-0.0046023  -0.01935464  0.10057163  0.19844295],-0.004602300934493542,-0.0193546370913585,0.10057163486878078,0.19844294587771097
133,[-0.00053046 -0.01939912  0.09806129  0.19779514],-0.0005304572793344656,-0.019399118920167286,0.09806129336357117,0.19779513776302338
134,[-0.0059715  -0.01945599  0.10138239  0.1985865 ],-0.005971500339607398,-0.019455987339218456,0.1013823871811231,0.1985865036646525
135,[ 0.00083133 -0.01960482  0.09712865  0.19750135],0.0008313312816123167,-0.019604822620749474,0.09712864955266316,0.19750135143597922
136,[-0.0076194  -0.01975272  0.10234033  0.19877726],-0.007619397093852361,-0.01975272223353386,0.10234032819668452,0.19877725839614868
137,[ 0.00239211 -0.01969609  0.09621078  0.1971927 ],0.0023921146833648286,-0.019696091612180073,0.09621078024307887,0.1971926987171173
138,[-0.00995872 -0.01996043  0.10345788  0.19897602],-0.009958719524244467,-0.019960428898533184,0.10345788300037384,0.19897602001825967
139,[ 0.00424894 -0.0201949   0.09503719  0.19682248],0.004248939221724868,-0.020194896186391514,0.09503719210624695,0.19682247936725616
140,[ 0.02859433 -0.01336848  0.10488746  0.19719233],0.028594333678483963,-0.013368483322362104,0.10488746066888173,0.1971923311551412
141,[ 0.00567201 -0.00090598  0.1022045   0.20321025],0.005672009817014138,-0.0009059750591404736,0.10220450162887573,0.20321025451024374
142,[-0.02472503  0.01943332  0.09375808  0.19506105],-0.02472503452251355,0.019433324535687763,0.09375807642936707,0.19506104787190756
143,[0.00359488 0.01925867 0.09456847 0.19327203],0.00359488216539224,0.01925866554180781,0.09456847111384074,0.19327203432718912
144,[0.03320298 0.00433754 0.10528285 0.20386478],0.03320298157632351,0.004337541991844773,0.10528284559647243,0.20386477808157602
145,[ 0.00284417 -0.0187206   0.09927517  0.20264145],0.00284416942546765,-0.018720599822700024,0.09927516927321751,0.2026414523522059
146,[-0.01555227 -0.02893653  0.09268939  0.1902652 ],-0.015552265724788109,-0.028936526427666347,0.09268939246733983,0.19026520351568857
147,[ 0.00299389 -0.01540697  0.10032534  0.19344185],0.002993890239546696,-0.01540696807205677,0.1003253385424614,0.1934418479601542
148,[ 0.03005339 -0.0088805   0.10410005  0.20451328],0.03005339453617732,-0.008880498508612314,0.1041000485420227,0.204513281583786
149,[ 0.00815229 -0.00096143  0.09626666  0.20162904],0.008152288695176443,-0.0009614262283624461,0.09626666456460953,0.20162904262542725
150,[-0.03116246  0.01894387  0.10027945  0.19174885],-0.031162460645039875,0.018943868577480316,0.10027945290009181,0.1917488475640615
151,[0.00203155 0.01437045 0.0950626  0.19559362],0.002031546706954638,0.01437044826646646,0.09506259858608246,0.19559361537297568
152,[0.04122517 0.00077097 0.09632853 0.20355468],0.04122517133752505,0.0007709716446697712,0.09632852921883266,0.20355467995007834
153,[ 0.00078762 -0.01571896  0.10142902  0.20353338],0.000787622295320034,-0.015718959271907806,0.10142901788155238,0.20353337625662485
154,[-0.01869991 -0.02389952  0.09335543  0.19032465],-0.018699911423027515,-0.02389952043692271,0.09335543215274811,0.1903246541817983
155,[ 0.00162531 -0.01429223  0.09733079  0.19288603],0.0016253083012998104,-0.014292228656510511,0.09733079373836517,0.19288602968056998
156,[ 0.03002906 -0.01344741  0.10523636  0.20464683],0.030029060319066048,-0.013447407943507036,0.10523635894060135,0.20464683075745901
157,[ 0.00717762 -0.00542369  0.09716146  0.20292264],0.007177617556105058,-0.00542368576861918,0.09716146190961202,0.20292264223098755
158,[-0.03005818 -0.01451558  0.09587284  0.19311978],-0.030058181534210842,-0.014515584955612818,0.0958728442589442,0.19311977922916412
159,[-0.00267828 -0.00940511  0.09734642  0.19180272],-0.0026782816275954247,-0.009405114687979221,0.09734642257293065,0.19180272022883096
160,[ 0.04427713 -0.00813747  0.09676168  0.201202  ],0.0442771278321743,-0.008137465144197146,0.09676168113946915,0.20120200018088022
161,[0.00570891 0.01338707 0.09983654 0.20666303],0.005708909903963407,0.013387071356798211,0.09983654071887334,0.20666303237279257
162,[-0.0249474   0.03081069  0.09561322  0.19364921],-0.024947401136159897,0.030810690795381863,0.09561322132746379,0.1936492125193278
163,[0.00480814 0.01415744 0.09546304 0.19081929],0.004808137814203898,0.014157441910356283,0.0954630399743716,0.19081929326057434
164,[0.03347016 0.0013155  0.10247882 0.20385162],0.033470163121819496,0.001315496163442731,0.102478822072347,0.20385161538918814
165,[ 0.00924353 -0.01075982  0.09869137  0.20512935],0.009243531618267298,-0.010759815108031034,0.0986913690964381,0.205129345258077
166,[-0.02665122 -0.02569667  0.09738566  0.19195048],-0.026651222879687946,-0.02569667063653469,0.09738565733035405,0.19195048014322916
167,[-0.00129654 -0.01226369  0.09696512  0.18837301],-0.0012965404118100803,-0.01226369058713317,0.09696512172619502,0.18837301433086395
168,[ 0.04147406 -0.00367895  0.09734869  0.20273076],0.04147405984501044,-0.003678952770618101,0.09734868754943211,0.20273075997829437
169,[0.01092295 0.01246492 0.09969719 0.20804957],0.01092294572542111,0.012464921300609907,0.09969718754291534,0.20804956555366516
170,[-0.0299549   0.0267597   0.09877957  0.19240641],-0.029954899723331135,0.026759702091415722,0.09877957155307134,0.1924064060052236
171,[-0.0015231   0.01022994  0.09304329  0.18849233],-0.0015231013918916385,0.010229936645676693,0.09304328759511311,0.1884923279285431
172,[0.04412669 0.00225913 0.09914589 0.20259781],0.044126689434051514,0.002259132180673381,0.09914588928222656,0.20259780685106912
173,[ 0.01275278 -0.00548727  0.10130858  0.20967731],0.01275277603417635,-0.005487273757656415,0.10130857676267624,0.2096773087978363
174,[-0.03467273 -0.01944957  0.09644086  0.19227664],-0.034672725945711136,-0.019449571147561073,0.0964408591389656,0.1922766367594401
175,[-0.01056712 -0.00710861  0.09377004  0.18389551],-0.010567122172991125,-0.007108610433836778,0.0937700445453326,0.18389550844828287
176,[-0.00919308 -0.01824748  0.10175226  0.20720681],-0.009193082883333167,-0.018247483608623345,0.10175225883722305,0.20720681051413217
177,[-0.01291268 -0.03402527  0.0978103   0.21030972],-0.012912681326270103,-0.03402527173360189,0.09781029572089513,0.21030972401301065
178,[ 0.00329923 -0.02415298  0.09642322  0.18821048],0.003299232261876265,-0.024152984221776325,0.09642322113116582,0.18821048239866892
179,[ 0.02016452 -0.01521679  0.10487427  0.19045867],0.020164519858856995,-0.015216794796288013,0.10487427314122517,0.1904586652914683
180,[ 0.01324083 -0.00861888  0.09933648  0.20883842],0.013240829265365997,-0.00861888083939751,0.0993364801009496,0.20883842309316
181,[ 0.0139397  -0.01680382  0.09672691  0.20088839],0.013939702262481054,-0.016803816581765812,0.0967269092798233,0.2008883853753408
182,[ 0.01157226 -0.02418169  0.10284751  0.18950481],0.011572261496136585,-0.024181692550579708,0.10284751156965892,0.189504807194074
183,[ 0.0052908  -0.02457936  0.10208024  0.19704544],0.005290801481654246,-0.024579362322886784,0.10208024332920711,0.19704543550809225
184,[ 0.01295198 -0.0243414   0.0991018   0.20331885],0.01295197910318772,-0.024341400091846783,0.09910179674625397,0.2033188541730245
185,[ 0.01211256 -0.01612193  0.09993405  0.19887395],0.012112556180606285,-0.016121930132309597,0.09993405143419902,0.19887395203113556
186,[ 0.01223406 -0.01397691  0.10066592  0.19461955],0.012234059472878775,-0.013976905184487501,0.10066592196623485,0.19461954633394876
187,[ 0.01325669 -0.01962671  0.09914792  0.19865471],0.013256693569322428,-0.019626713668306667,0.0991479183236758,0.19865470627943674
188,[ 0.00879749 -0.02167064  0.09996231  0.20106838],0.008797489727536837,-0.021670640756686527,0.09996231148640315,0.20106837650140127
189,[ 0.01061193 -0.02229844  0.10145921  0.19670825],0.010611933656036854,-0.022298444683353107,0.10145920763413112,0.19670825203259787
190,[ 0.01001425 -0.01901694  0.10137319  0.19716414],0.010014251805841923,-0.019016937042276066,0.10137319068113963,0.19716413815816244
191,[ 0.01348504 -0.02134636  0.09410342  0.20330128],0.0134850371008118,-0.0213463647911946,0.09410342325766881,0.20330128073692322
192,[ 0.00689541 -0.01790875  0.10875316  0.19873375],0.006895411914835374,-0.01790875072280566,0.10875316212574641,0.1987337519725164
193,[ 0.01870052 -0.02419661  0.08291794  0.19695712],0.01870051771402359,-0.0241966067502896,0.08291793862978618,0.19695712129275003
194,[ 0.00557407 -0.01127605  0.12062149  0.20118116],0.005574066191911697,-0.011276052643855413,0.12062148998181026,0.2011811633904775
195,[ 0.03684549 -0.02849036  0.08424429  0.19725877],0.03684548536936442,-0.02849035772184531,0.08424429347117741,0.19725877046585083
196,[-0.01376912  0.00796808  0.09657188  0.20129193],-0.013769123858461777,0.007968076674539285,0.09657188256581624,0.20129193365573883
197,[-0.0249731   0.01760941  0.12685876  0.19648714],-0.024973103466133278,0.017609414644539356,0.1268587609132131,0.19648713866869608
198,[-0.01260779  0.01281676  0.07391413  0.19952754],-0.01260779177149137,0.012816763172547022,0.07391413301229477,0.19952754179636636
199,[-0.01959004  0.02357923  0.10546022  0.20146806],-0.019590044394135475,0.023579233636458714,0.10546022156874339,0.20146806041399637
200,[-0.01670665  0.01166966  0.11574721  0.20072561],-0.016706653249760468,0.01166966324672103,0.11574720839659373,0.2007256050904592
201,[-0.01228318  0.01379721  0.0827844   0.19729337],-0.01228318146119515,0.013797213633855184,0.08278439939022064,0.1972933659950892
202,[-0.00724474  0.02924443  0.10613733  0.19884511],-0.007244739603872101,0.029244425396124523,0.10613732784986496,0.19884511331717172
203,[-0.01467483  0.02229916  0.10400427  0.20336961],-0.014674825593829155,0.02229915838688612,0.10400427132844925,0.20336961249510446
204,[-0.00949892  0.00924972  0.09026601  0.20020722],-0.00949892153342565,0.009249719946334759,0.09026601165533066,0.20020722349484762
205,[-0.0132121   0.02662995  0.10683616  0.19581122],-0.01321210308621327,0.02662994774679343,0.1068361575404803,0.19581122199694315
206,[-0.00517168  0.02335531  0.1014397   0.19933754],-0.005171683927377065,0.023355313887198765,0.10143969704707463,0.19933754205703735
207,[-0.01232968  0.01877393  0.09346572  0.20395547],-0.012329678361614546,0.01877393138905366,0.0934657206137975,0.20395546654860178
